Q8TBF5,Q8TBF4
Q8WXH4,P0CJ71
P37088,Q8N8Q9
Q711Q0,P30301
Q12980,P27352
Q9GZY0,O60573
Q08345,P41221
P17538,Q5TYW1
P30536,Q03405
P18848,P55196
Q86UR1,P24855
P59047,Q02045
Q53T94,P0C7M6
Q53FZ2,Q6ZMT4
Q6ICB4,Q01484
Q16676,Q9Y573
Q9H093,Q9Y376
Q9UNE0,Q9HBW1
Q9BRZ2,Q68D91
O15417,P49286
Q9BRQ4,Q6PD62
A0A075B6T6,Q13315
Q9BT25,Q9Y5X4
Q9Y6N1,Q92696
A0A087WSZ0,Q7Z736
Q14117,O75508
Q6NUS8,P17948
Q99542,Q8TF09
Q9UMS6,Q8IYM9
P17542,P38606
P07358,A5YKK6
Q99075,Q58FF7
P25788,Q9UM73
P15086,Q6UX72
Q86YR5,P56182
O95045,Q9BUB4
P41091,Q9NZ43
Q1ED39,O75385
A6NC98,O95429
P48775,P25208
Q7KZN9,Q9P267
O75204,P19876
A0A0A0MT70,P01699
Q9NWM8,Q9NPA1
Q86VP1,Q6ZN84
P11171,O75553
P20382,Q9NY33
Q14416,P53778
Q9UJA5,Q9UBR5
Q8NDZ4,Q5VTY9
P17655,Q14694
Q07889,P08048
P09429,Q8TBR4
A6NLP5,P14923
Q7Z3T1,Q8NFP4
Q9H4Y5,Q9BQ51
Q5VU92,Q96BM0
O14618,Q16186
P19827,Q13416
Q6DHY5,Q5TH74
O75897,Q92988
P51784,P16870
Q99453,P34130
Q9NYJ1,Q14807
Q9NZU1,Q5VWM3
Q7Z3Z0,Q07001
Q99969,P32243
Q9UM54,Q9UNF0
Q9BRG1,Q8N9I0
P50458,P82663
Q13415,P0C264
Q8NBT2,Q6ZRI8
Q7RTV2,Q5VU65
Q14195,O95807
Q9NZU1,Q14210
P27797,Q9UQF2
Q6X4U4,P30926
O60811,O60701
Q8WY64,Q9UPQ9
Q07065,Q17R89
Q9H649,Q86X67
P60604,A6NIZ1
Q9BQE3,Q6ZT62
Q13216,Q9UKA2
Q96IZ6,Q8TB73
Q96S90,Q00994
Q9H082,O60760
Q8NG75,Q8NBN3
O15205,Q8NI22
C9JN71,Q9NR63
O43147,Q9NYH9
O75363,O60551
Q9NUP7,Q8N1W1
P0DJI9,Q9NYF3
P31942,Q86SQ7
Q12879,Q8NGR1
P52815,P18405
P49447,O75123
Q9Y3E2,P08138
Q99788,P51575
P01880,Q9H2A9
Q8N183,P29034
O60307,Q9NZU0
Q6P9B9,Q9P2W1
Q92643,Q2M2H8
Q8N807,O75448
Q9BRR3,P09131
Q9NQ69,P0DN87
Q8TE67,P61073
Q15004,Q9NRC8
Q9GZX9,Q9UI12
P52179,P15408
O95772,P52742
Q8NDH3,Q13118
Q8NBV4,Q7Z4W3
Q8N895,P49768
Q8WXI2,P21359
Q14990,Q9ULH4
Q9NQV8,P21781
P0DN37,O00167
Q9UHP9,Q8IYR6
P82921,Q96IU2
Q96AC6,Q9C0F3
Q92667,Q5TAX3
Q9NR77,Q8IVG9
Q86SF2,Q6U7Q0
O60285,Q4G0J3
Q96HA7,Q9Y2B0
Q9H756,Q6PH85
Q8IZA3,P0DMU2
Q6PJT7,Q8NHU6
Q9Y238,P0C0L4
Q96PN6,O14548
Q9UBC7,Q99856
Q96EL3,Q86WG3
Q7L985,Q9BRG2
Q5M7Z0,Q6PCB6
Q96S16,Q9NY64
P0DMM9,P35520
Q86W50,P78540
Q8IWU5,O95834
O15527,Q9Y2G8
Q15928,Q86US8
Q8N0Y7,Q9NQ35
Q9BXU9,P19484
O95807,Q96MU8
Q15742,Q13489
O75787,Q8NGC1
P18583,Q99615
P78364,Q96R45
Q4VC12,Q76M96
Q13003,Q6XPR3
Q96EL1,O95785
Q9HCH0,Q9NVN3
Q9BQS2,P69849
P47211,Q9Y234
Q9HAT2,Q5KU26
Q8TAK6,Q93038
Q9UNG2,Q96PQ5
P01011,Q6PJE2
Q86UG4,Q7LBR1
Q96P20,P02741
Q8WU08,P0C7U0
A0A0A0MT70,P30414
Q99797,P51532
Q86VD7,Q5T280
Q7Z6J0,P08069
A0A0A0MTA7,Q8IUB9
Q9UBY9,P41439
O75019,O75083
P08833,Q13555
P00451,Q96HW7
O60896,Q9H4L7
O43548,Q9UBS0
Q14008,Q5EB52
Q96JJ7,Q86YP4
Q86VQ0,Q9UIX4
Q15022,Q92696
P25874,Q9Y3T9
Q8WXI8,O95433
Q9C0C2,Q6IPR1
A6NND4,Q6PI77
Q8N300,Q86VV8
Q9NVC3,O94760
Q8TAM1,Q8TAC2
Q92771,Q15651
Q9UK05,P51681
Q9NPH9,Q32P28
P40429,Q6UXU6
Q9UMS4,Q9H568
Q02535,Q9Y689
P07737,Q8N142
P98073,P67870
P53041,Q9H903
Q9Y2J2,P24821
P60228,Q8N490
Q9UBC0,Q8NCK7
Q9P1Z3,P00338
Q92547,P33151
Q15435,P23368
O95832,Q9UHG2
Q8N163,A6NNV3
Q6GPH4,P59923
Q9Y5S1,P28476
Q6ZS11,P82930
P56693,Q9HC98
Q15633,Q6L8Q7
P31274,Q63HN8
P49895,Q8NEV8
P14138,O95498
Q494V2,Q96RF0
A6NH52,Q5VZF2
Q8TDJ6,Q9H1E3
Q8NHP7,P68106
Q96NM4,Q00613
Q5BKY1,P0CJ76
Q9NRE1,P40200
Q96Q77,Q12884
Q75N03,P10145
Q16401,Q96F44
Q9UEF7,P41968
Q9NZJ7,P28749
P51617,Q9BYZ2
Q9Y3E2,Q9NPF2
Q99865,Q6UXN8
Q96G30,Q8N961
Q96GV9,P37023
P0DMU7,Q13241
Q9NUG4,P15621
O95377,Q9H9S5
Q9H857,Q02952
P29279,O15270
Q5M8T2,A6NC98
P01824,Q9NZJ0
P49746,P41732
Q3I5F7,A1L188
P35680,Q9H172
O95741,P62906
Q00973,Q9BZM5
Q5VZK9,Q96MW1
Q9Y5E1,O75031
Q12893,Q53QV2
C9JCN9,P0DP57
Q9NY56,O95972
Q68CP9,O00462
Q9BZQ8,O60493
Q9UJ99,Q9UD71
P16422,P49917
Q92565,O60304
Q9GZP1,O15047
Q08174,O75596
P40938,Q8NHS9
Q9UBL0,Q16877
O75323,Q8IZF2
Q9NRM7,P01599
O75843,Q9BWT1
Q8NCL9,Q8NH73
Q01538,Q6PIW4
A0A0J9YVY3,Q9NPB8
A8MQ27,O43763
Q6PI98,O14647
Q96RP3,Q6ZNJ1
Q96BQ1,Q96RL1
O00743,P08574
Q8NDV2,Q0P670
Q13438,Q15058
P98082,Q96FT9
Q9Y5U4,P31270
Q96CW9,O43765
Q02556,Q5T6J7
P25391,P58417
P98172,P0C6A0
O95405,Q9HBT6
Q15418,Q9H898
P01589,Q13425
O60895,Q96SL4
Q14246,O15503
P42702,P81274
Q92785,P35443
Q9NUD9,Q96E52
P02766,Q9HAW9
Q2QGD7,Q9NS56
Q9UBW8,P0DJI9
P40313,O95455
P00387,Q9ULU4
Q9BRP7,Q96MG7
O00253,Q9UN76
Q9Y226,Q96ST2
Q8IVT5,Q0PNE2
O00142,Q3SYC2
Q9NUR3,Q8NGB2
Q13613,Q86VP3
Q9BWT3,Q8NH09
Q9ULP9,P04275
Q9BPX3,Q9UBS4
P10599,O96000
Q6ZMS4,Q9Y265
O75832,P51684
Q12841,Q6XPS3
Q96AX1,Q86XR7
Q9Y5Y2,Q8N3Z3
Q9Y6Y0,Q8N228
Q96R69,O75971
O96015,Q9HCH5
P15144,Q14686
A0A0K0K1E9,Q86X27
Q8NBF2,Q9Y2A4
Q96MM7,P20226
Q6ZTB9,O95863
Q9C0C7,A0A075B759
P54709,P22392
Q9NTX5,Q9NQ66
P56279,Q9NZ52
Q6DKK2,Q9Y485
Q52LR7,P43034
Q99572,Q3LI63
Q5T6X5,P42696
P59282,P48736
O43345,Q9BZF1
Q9H1M3,P51617
Q2Y0W8,Q68CP9
P61916,O00214
Q86W28,Q96T51
P56159,P14621
Q86VQ0,P17844
P30511,Q96IG2
P26367,O60271
Q6P387,O75096
Q86SQ4,O60906
Q99972,P20916
Q6ZNE9,Q6ZSC3
C9JBD0,Q8IVF4
Q9Y6J6,P62837
Q969K3,Q92616
P38936,P57739
Q9Y661,Q5SZL2
Q15329,Q5XX13
A8MW92,P23526
Q99954,O00222
Q3SYG4,Q5XG87
Q92994,Q9UBT7
Q9ULZ2,Q9YNA8
Q2MKA7,Q9BYQ7
P48995,Q9Y5P4
Q9Y4A9,Q8TAV0
P00450,Q04724
A6NNE9,O00329
Q92564,Q68D10
Q7Z7K6,Q9H1Z8
Q96SI9,Q9BYE7
Q8TAU3,Q6P9A3
A0A075B759,P49683
Q5XXA6,Q9BYG3
P15291,Q96ST3
Q8NDX5,P23246
Q15326,C9JBD0
Q8NDN9,Q3B7I2
Q15527,Q13287
P02760,Q6NT04
P46019,Q9Y6N6
O43808,O43768
Q6EMK4,P0CG47
Q9UK80,Q9NPC4
O75391,Q8WWH5
Q01101,Q14678
P22735,O75096
Q07889,Q9H2J7
Q5H9M0,P14373
Q8IW70,O60656
O43824,O15075
P0DMP1,Q15542
Q12983,Q9HAZ2
Q9NVR0,Q9Y232
P00395,Q8TAG9
P51911,Q1HG44
Q9NS69,Q96RI0
P62195,O00590
P48448,P0C1Z6
O15195,Q6ZT21
P08588,Q9HBU9
Q6ZMV8,P61201
P40855,Q6NSJ0
P83105,P09543
Q8WW33,O14795
Q9H4X1,Q96PZ2
Q96T49,Q3LI73
Q15772,A4D1T9
Q4G0Z9,P37287
O75369,Q99424
A0A1B0GUS4,Q13573
Q96N38,Q93096
O14493,Q13451
Q8TDB4,Q13685
Q6P1A2,P07307
P12277,P61006
P05129,Q9H205
P15882,Q9NWW9
Q9BZI1,Q9BWG4
Q70CQ3,Q6L8H4
Q9BQQ3,A6NHN0
Q96CN4,Q86UB2
P32926,Q13740
Q9P2F8,P48436
O00488,P51814
Q96N20,Q15527
Q92585,O95848
Q86WC4,Q8NDG6
Q5EG05,Q9H9L3
P24666,P51813
Q9Y2T4,Q14112
P40259,Q5VTR2
P01210,Q9UN70
P50402,Q9Y5K8
P15621,P51787
P16615,Q8N427
Q9NX18,Q8IUX7
Q9UHF1,O00124
Q8IZT8,Q9Y698
Q16671,P60509
Q8NGL7,P15408
P59544,Q9Y6H1
P51522,Q7RTS3
P33552,Q9NP85
Q92572,P03950
Q99502,Q7Z7G2
Q8NEP7,Q9Y4C1
A0A0C4DH29,O15553
P28907,Q7RTY0
Q9H213,Q8NI22
O00488,Q9UMW8
Q9UNA3,P51580
A6NET4,Q9NRD9
Q9GZY0,A6NFT4
Q9Y592,P46663
O75995,Q8NCK7
Q9Y267,Q5T2W1
Q9NWM8,P36956
Q14344,Q8IY34
Q8WYL5,P46089
Q8N4M1,P49888
Q8N2S1,O76099
Q96RG2,Q1W209
Q86YN6,O75663
P43356,P56537
Q92743,Q6UXG3
Q2M2I3,Q8TEZ7
Q86YV6,Q12888
Q9Y5K5,P80303
Q8N8E3,Q1MX18
Q15788,Q8NGP3
Q8IZT8,Q8N103
A2A288,Q13432
Q9NXK8,Q9Y574
P10827,A0A0C5B5G6
Q6PIV7,Q8NHS3
Q9Y6F6,Q4KWH8
P14859,P57076
P00374,P52747
P12319,P78413
Q9H2Z4,P20807
Q9Y223,P60468
Q9NZM1,P49281
P01743,O95059
A6NC42,P31267
Q9BQ90,Q14978
P13196,P52565
Q8WTU2,O75473
Q8IVL5,O94910
Q13976,O75781
Q9NX76,Q16864
O60636,Q96IQ7
Q9NVD7,P09544
Q9UPW8,O15164
Q8IYX1,Q8N187
Q86YT6,Q15800
Q9Y4Z2,O43889
A2RUB6,Q8NCT1
P56556,P05109
Q9Y291,Q9Y6X6
Q32M78,Q08050
P80162,Q9C0D9
Q13214,Q08828
Q92730,Q13322
Q86VF7,Q16563
A0A075B6K2,Q6NW34
P48740,Q99081
Q9BZG2,P42575
Q6WRX3,P48506
Q9UF56,Q9NZP6
Q9NXA8,Q7Z7N9
P78314,Q711Q0
P56557,P01229
Q969G2,Q8N9I5
O14896,P04183
Q9Y6J6,O75072
Q8TCT6,P43489
P00558,Q9P2R6
O00482,Q92826
O43567,Q96QU6
O75460,Q9BRF8
O94769,O60882
Q92608,Q8IUX7
P30536,Q9UK73
Q86YL5,Q9Y2R9
P12883,P46379
Q9BRT2,P84996
Q9BRR9,Q8TDQ0
O14529,Q8NHB8
Q7L2H7,P06126
Q9H2W2,Q9HAB3
Q15223,A6NL88
Q9NP85,P50995
Q9UGI0,Q01538
P29622,P49069
Q5T440,O75953
P01767,Q6NUT2
Q9NRH1,P60673
Q9H6R0,B7ZC32
Q8WUA2,Q9NWV4
E9PJI5,Q9BRF8
Q6XYQ8,Q5EBL8
A0A096LP55,O95076
P21579,Q8WWN8
Q9NXV6,Q9Y6Q2
P63126,Q7RTU0
P20930,Q6NXR4
Q8N138,P20963
P59540,Q7L1T6
Q9NP71,Q9UN86
O75396,P56597
Q9UHA4,Q8TCJ2
A6NDL7,Q96EY7
Q15022,O43307
O60341,P01780
Q9HCN4,P26373
O75674,Q8TCY5
P05388,P35556
Q9NZR4,Q8NBM4
A6NCW7,Q5EBL4
Q9HAT1,C9JG80
P62081,P34913
P51168,Q9UBR4
Q6UVK1,Q13886
Q9BXA6,Q6ZUM4
P36969,A0A5B7
A6NDU8,Q7Z5J4
Q9BYR0,Q92989
P35443,Q8TEC5
O95670,Q8TBJ5
P46952,O15130
Q7Z7F0,Q8IVW4
P07204,Q16629
Q9P2E8,Q96P67
P08118,Q92613
P59044,P34981
Q9BUR4,Q9Y5H9
Q5JR12,A6NIZ1
O60706,Q14654
Q4KMP7,Q8IYB7
Q96GA3,O43295
P55290,Q9H5V8
Q9BVC5,C4AMC7
Q8WXH6,Q96LW1
Q96SB8,Q8WY54
Q3B7J2,Q9NQ38
O60381,Q96PE5
Q16873,Q9H0H0
Q9BY41,Q96BF6
Q5T6X5,Q8WX77
O00391,Q8IZW8
