Q8TBF5,Q8TBF4
O75716,Q9H0R6
Q86VW2,Q14678
P22894,P28908
Q96L12,Q8WW59
Q5VXJ0,P51451
A1Z1Q3,P61353
O43805,Q16533
P0DPB5,P47736
Q9BUU2,P62244
Q13177,P98082
Q86YE8,O60488
Q9NRP2,O15195
P07864,Q06481
P12235,Q8IUF8
Q8IZJ6,Q6FIF0
Q6XLA1,P25774
Q9H0Y0,P20800
Q96BP3,O75387
Q9NXH8,Q9BYG0
O43677,Q92765
Q3MIN7,Q13425
P52333,P11509
Q8IZU0,Q9Y5T5
P29317,O75376
Q03519,Q9H4B8
Q6PHW0,Q9H0P0
P12532,Q6P280
O75534,Q8N4Q0
Q9H1K4,P00734
Q7L8L6,O60583
Q15345,A6NMX2
Q96HP0,Q86UV5
Q9UJ98,P05113
Q56UQ5,O95140
Q6UXG8,Q9Y224
P35590,Q9Y287
Q99909,Q9UNH6
Q8N8E3,P28347
Q0VG06,A0A0B4J263
Q02880,Q00G26
O75891,Q5JSL3
Q9Y3T9,Q86UU9
P56377,Q8WXD2
Q32P51,Q8N6H7
Q9UKX3,A6NHL2
Q9UGR2,P0CE72
Q96RP8,Q9Y5N6
Q9H2P0,Q9ULZ1
Q9Y2L5,Q9H8M5
Q15465,O60493
Q9H4I9,O00744
Q8TD30,P51149
Q96DZ7,O60238
Q92604,Q7L8J4
Q96P11,O75346
O43399,Q14353
Q9P246,A6NJR5
Q9BWU1,Q6STE5
Q06432,Q04206
Q96P68,P98179
Q15797,Q9H300
Q8TBY8,O60296
Q6UXU6,P0CG41
Q12933,Q8NFK1
Q9BY84,P08912
P15735,Q9BYD5
Q9NRQ5,Q8N4S7
Q13003,Q8WYP5
O43716,Q9UBK7
Q86SG3,Q9C0C7
Q9NX09,Q14C86
Q99467,Q8N6M0
Q8IWU2,Q8WXR4
P61163,A4D1S5
P80404,Q2TAL8
Q9H3M7,O75310
Q9NSP4,P06756
P24071,Q13459
P20396,O15234
Q9Y468,Q9HCM4
P20774,Q8NGA2
P0DN79,P32942
Q96A46,Q92985
P15586,P02786
Q629K1,O60911
Q96CW1,P62316
A6NLX4,P56750
Q8N865,O60890
O15270,Q3LIE5
Q7RTZ1,Q6ZQY3
Q13572,Q9Y5H6
O75347,P37802
Q8NE71,Q12931
Q9Y3Y2,P11487
Q502W7,Q06546
Q7RTY1,O60361
Q96P68,Q7Z4V0
Q92889,Q9H2C1
Q05952,P47902
P17342,Q9BYV1
Q9Y651,O76093
P40424,O75845
Q9C075,Q6KC79
P00395,Q8WW52
Q96JE9,Q03721
Q8TC44,Q969N4
Q9P270,P49069
O95922,Q8N423
Q14249,Q8N1E6
Q92781,P58557
Q8N4X5,Q8NET8
Q53R12,Q5SSJ5
Q6ZS17,Q86XJ0
P17735,Q14154
P86791,P48443
A1A4S6,O95377
Q9NYH9,O15143
Q96RU7,Q9NQ40
A0A075B6S2,P49023
Q6UX01,P26641
P48506,Q9NP78
O75175,A8MQT2
Q6ZR37,Q5JTV8
P41240,O75489
P10809,Q9H9A7
Q9UHF5,Q5T447
Q8NE63,P60568
P41217,Q9BXY0
O15259,P27348
P08559,Q86Y38
O95467,Q9NZH8
P0C7Q5,P07766
Q13772,Q9UBX0
A0A0B4J249,Q8NFZ5
P36873,P29317
Q13637,P15173
P08700,P80075
Q14246,P0CAP1
Q53FP2,O95983
A5PLL7,Q9NYV7
Q8IXQ6,P05141
O43657,Q70UQ0
Q5T2R2,Q13972
P17538,Q5TYW1
Q9H0K1,Q15431
Q5PSV4,Q96RP8
P02545,B7Z6K7
Q9Y4X3,Q14674
Q86V48,P57727
Q7L590,Q5SZQ8
P42167,Q8NG08
O75159,P49327
Q7Z401,Q99676
P01033,Q8NH89
Q8NGF9,P03952
Q9Y4P3,Q9H015
Q96R67,Q9NTJ3
O00592,Q8NGP6
Q8IXT1,Q8WUD1
Q9UM44,Q7L5Y9
P19429,O60911
Q14587,Q99832
Q9H8K7,P14061
Q7Z7A4,O60928
Q9BXJ9,Q9NYL2
Q6WQI6,P61981
Q4G0Z9,Q9ULV8
P29034,Q6P461
Q9P2M7,P36021
Q9BQD7,Q8TF47
Q01082,P01568
Q6MZQ0,Q8WZ59
P40429,Q6UXU6
O60486,Q8IUI8
P10909,P02042
Q9NZP8,Q15642
P02766,Q9HAW9
Q8N782,Q96PU8
Q92947,Q9UMR7
P35125,Q8NGG7
Q8N6W0,P63279
Q9UDW3,A0AVI4
Q9Y615,P30050
O00429,P22894
Q9NQ89,Q9ULR0
A2RUT3,P15976
Q56NI9,Q9H1D9
B3KU38,O94986
Q6EMK4,Q9NP72
Q6ZN66,Q9GZX5
P55017,Q495A1
Q7Z3Z2,Q9BYV2
Q5T3J3,Q9NQ31
O15078,Q5T3I0
Q8N8U3,Q8TAV3
Q9Y6J6,O75072
Q01628,Q96QC0
Q9Y5Y3,Q17RS7
P17735,Q9Y2E5
O75154,Q8NGP0
Q8WXD2,P56180
Q9HC62,Q9UNM6
Q9NQC1,Q9UBZ4
Q5THJ4,B9ZVM9
P22083,P61158
Q9HCU8,Q12849
P48552,P62684
Q9NVA1,Q9HB21
A8MXZ3,Q9HCC8
Q96J87,Q8WY54
P11488,Q05329
Q86YE8,Q14012
Q5T011,Q8N8D7
Q14318,Q13253
O14782,Q6IPT4
Q9H7D0,Q68CP9
Q9P0Z9,Q9Y2E8
Q92608,Q8IUX7
Q9NZN9,Q8WX77
P31483,Q15404
O95747,Q6MZT1
Q8NGY9,Q8N697
O43731,Q641Q2
Q5T1N1,Q14194
P35579,Q92844
P42568,Q8IUH5
Q9Y6X0,Q96T25
P17600,O15151
O60331,P19526
Q6PXP3,Q8N109
O14958,P30988
Q14185,P63272
Q8TC29,P08138
P25090,Q9NSA0
Q9BSE4,Q16552
Q8N7E2,Q6UVW9
Q86YW9,P42766
B2RXF5,Q6NUN7
E0CX11,Q8N8J7
Q6XYQ8,B7ZW38
Q86YJ6,A0JNW5
Q8TCB6,Q8NGX9
O60443,P49720
Q8NEZ5,Q8TBR4
P05089,Q13495
Q96KK5,Q2TAL6
P0CG37,Q9C0I1
P56817,A6NHQ4
A4UGR9,Q8TB24
Q7Z2T5,Q9BR84
Q8N307,O60513
Q14563,Q9BRJ7
Q5VYV0,Q4FZB7
Q14814,P62879
Q6EBC2,Q6NY19
Q13291,O00178
Q9NQX4,P56134
O94991,Q9P2Q2
Q8N1E6,Q16572
P17707,Q5HYI8
Q5VWT5,Q92985
O14493,P32881
Q9HC10,Q08211
Q8N5U6,Q9UL49
Q14330,P51572
P10809,Q02094
Q8NHW3,P48742
P04746,P09913
Q96RS0,Q6IPU0
Q9UDX5,Q96KN4
Q9P2K1,Q96N95
A0A0B4J249,Q8N5F7
P49903,O15409
P60409,Q9BX46
P02771,O95863
P32745,O75072
Q9Y333,Q8N271
Q05925,P09132
P98164,Q9NYW5
O60548,A8MXK1
A6NLC8,P35346
Q8NGR8,P32456
P21580,B8ZZ34
O15439,Q9Y3S2
Q8NGN1,Q9Y697
Q6UX46,Q8NCG7
Q9UMS0,Q5T5C0
P02818,O00468
Q8N1N4,Q9NYQ7
Q15819,Q5H9R7
Q92621,Q16647
P61081,P61968
Q9UK05,P16066
Q8WWC4,O14777
Q9BPX1,Q9H479
Q6QNK2,O94915
Q02156,Q96I36
Q14807,Q9Y272
Q13144,Q16048
Q6PRD7,A6NHN0
Q9UN37,Q96FQ6
Q9BV86,Q93097
Q9C0C4,P0C5Y4
Q92750,Q9NZL4
Q86XP1,Q8N720
Q8N3Y3,O43257
Q8NGU4,Q8N884
O43543,Q8IUX7
Q6ZNB6,Q8TE12
Q13733,Q8WXR4
Q9UJT0,P0C7T4
O60248,Q7L099
O14511,Q5H8A3
Q7Z5Y7,O76031
P67936,Q658L1
Q86VW0,Q9H0U6
Q96NT0,P04626
Q9UBL3,O00233
Q96S59,P17752
O94892,Q99835
Q9HC77,Q9H3E2
P16150,Q9UBK9
Q6B0K9,O75783
Q86SP6,Q01105
P06454,O15151
Q17RD7,Q9Y5Y4
Q07869,P0C5Y4
P26232,Q9BQI3
Q68DA7,Q16270
Q13635,Q8N144
Q96LR2,Q96NM4
P00395,Q9Y3P9
Q6P474,Q9Y2W3
Q99884,Q8WUM0
P00338,Q5TYX0
P58107,Q96E14
Q8NHP7,P68106
Q6ZN54,O75594
P05976,Q6NXR4
Q16585,Q08AD1
P29400,Q08397
Q13508,P0C851
Q53ET0,Q9Y5J5
Q9H0T7,Q8NDT2
Q9Y6Q5,Q7Z6W1
Q9HCU9,Q8NA29
Q9UIW0,Q56NI9
Q99551,Q9NWQ8
Q9BV44,Q7LG56
O15195,Q6ZT21
Q01101,Q14678
Q92527,Q15738
Q8NCN2,Q9H799
P80192,P20807
Q9BTC8,Q9NXG2
Q6P387,O75096
Q9H4Y5,Q9BQ51
Q8NHA6,Q09328
Q86TL0,Q9NTJ4
O00237,Q6N075
P62306,O00337
Q96MW1,Q9Y4U1
Q9ULD9,O43812
Q8IUD2,P50453
Q9H1V8,P57053
O95831,Q4G0A6
Q9BY64,O75928
Q9ULU4,Q8N2K1
P23468,P35368
Q9GZZ9,P82251
P54278,Q13574
Q8NGH8,Q9H293
P08887,Q53H47
P22087,O00189
P01229,Q96A70
O14764,Q13621
Q00975,Q9BZX4
Q9UHX3,Q99742
O14638,O15209
P00751,Q9H3H9
A8MWL6,O15372
Q9BTV5,Q96S79
Q9H0V9,O43237
P62487,Q6N063
Q9BXE9,Q07666
Q9BXJ9,O14830
A2RUU4,P28908
A0A075B6K6,O15553
P78395,Q9NPE2
Q96DG6,Q9H7E2
P22455,P14778
P22612,O95785
Q13561,Q8N9I0
P01848,Q02094
Q5XKR4,Q6IMI6
P14679,Q6ZSS3
P04040,Q8NG41
Q96PE7,O15079
P42356,P61296
O43920,P49281
Q96RG2,Q13439
O60285,P06315
P21673,Q8IYU4
Q9Y5Z4,P13866
Q9UQP3,Q99445
Q15760,P10276
Q9UJX3,Q86WA6
Q86UE8,Q8WWM7
Q9Y6D5,Q9H8X9
P61236,O95452
Q9H3U7,Q9NYL5
Q902F9,Q96QD8
Q86VP3,Q9UK58
Q12923,Q8IU80
Q76EJ3,Q13564
Q12873,Q9H091
Q96EY7,Q8WZ60
Q9NYM9,Q8NDX9
Q08174,O75596
O95447,O43570
Q8IVG5,O94760
P48357,Q5BKX8
Q5SRE5,O75200
P32239,Q6IS14
Q15436,Q9HD20
Q9UKK6,Q3SYB3
Q8TBG4,Q8NFA0
P17098,Q15406
Q14964,Q6ZTQ3
Q693B1,Q99742
A1A5B4,Q92609
Q8TF17,Q9Y2S2
O00757,Q53GD3
Q8TDF5,Q9H2S9
Q86YJ6,O14618
P54840,Q494W8
Q9Y2A7,Q9Y221
Q9H8G1,Q86SJ2
Q9UHM6,Q96S96
Q9Y264,Q96D71
P43320,P16473
Q9Y661,Q9Y6V0
Q08378,Q9NYR9
O60241,Q00796
Q8TCT8,Q07343
Q02386,P34981
Q96PX8,Q16280
A0JD36,P15586
Q9Y3C7,Q9P0K8
O75712,P55212
O43921,Q5TGS1
Q7Z5A9,A0A1B0GWH4
Q13520,Q14156
Q5TD97,Q69YH5
P0DPH7,O96024
Q8NHY3,P25942
O95264,Q86UN6
A6NLJ0,Q6PI98
Q6KCM7,Q3B7T3
Q96PE5,Q96JC9
O95238,Q96KN2
Q9Y530,Q8TF47
P29459,Q9UIQ6
Q9P1P5,Q9UGN4
Q9UP83,Q8N2K1
Q13595,O43716
O00748,Q96PD2
Q6ZNX1,Q9BQI4
Q3B8N2,Q5VWI1
Q8IXE1,Q8TEC5
Q9UHI6,P07550
Q9NZJ7,Q32NB8
O43541,Q7RTY9
Q9Y2J0,Q9UHA7
Q16548,Q6UXZ3
O76074,Q9UBV8
Q9NVW2,P62877
Q8N2S1,Q9Y3L5
Q6S8J3,O95372
O14618,P23276
Q96A33,Q8NBP7
P04070,Q2M2Z5
Q969H4,Q12951
P23760,Q92904
Q8NGF6,Q9UMR2
Q6ZPB5,P54840
A0A0B4J2F2,Q14197
Q8NHW6,Q16610
Q8NI17,Q6XUX3
Q99797,P51532
Q92843,P01893
Q9UKW4,Q86WB0
A4FU28,Q9ULS6
O75390,Q9NP81
Q70IA6,A0A0B4J272
Q92750,Q06265
Q9BQY9,Q3MIV0
Q86SQ4,O60906
Q96JN8,O95544
Q5JT25,O95992
Q9Y561,O75955
Q07157,Q7Z3U7
Q86X24,P43088
Q9UH62,O60716
Q9HCL2,O94851
Q9UPQ3,Q5JXB2
P0CJ70,P82921
Q8N7A1,A6NKF1
Q5SGD2,Q9BQQ3
Q14953,Q9BW04
Q76G19,P30566
Q3LHN2,P0DN25
Q9HAP6,Q6ZN06
Q8TAL6,Q9BZZ5
Q96CN9,Q99500
Q8NH80,Q8NAT1
Q96G61,P21810
P04808,Q8WYA0
P40879,P84243
Q9Y6E2,Q969H0
Q6ZU80,Q96BD6
Q9ULP9,P04275
Q9H254,Q8IUW5
O75309,P23416
O43825,Q9UID3
Q9Y6X8,Q14694
